id,name,country,testCap,dob,role,battingHand,matches,runs,wickets,battingAverage,bowlingAverage,fifties,hundreds,fiveWickets,tenWickets,imageLink,isTargetable,matchIds,playerLink
1027781,Matthew Potts,England,705,1998-10-29,Bowler,Right,11,105,36,10.5,33.36,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/387200/387246.5.png",1,1276901;1276902;1276903;1320741;1276916;1336127;1385694;1385695;1442216;1428556;1455615,https://www.espncricinfo.com/cricketers/matthew-potts-1027781
653695,Matt Parkinson,England,704,1996-10-24,Bowler,Right,1,8,1,8.0,47.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323100/323105.1.png",1,1276901,https://www.espncricinfo.com/cricketers/matt-parkinson-653695
639080,Matthew Fisher,England,703,1997-11-09,Bowler,Right,1,0,1,0.0,71.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/325900/325915.1.png",1,1256727,https://www.espncricinfo.com/cricketers/matthew-fisher-639080
643885,Saqib Mahmood,England,702,1997-02-25,Bowler,Right,2,52,6,52.0,22.83,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323019.1.png",1,1256727;1256728,https://www.espncricinfo.com/cricketers/saqib-mahmood-643885
460756,Alex Lees,England,701,1993-04-14,Opening Batter,Left,10,453,0,23.84,0.0,2,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/369700/369703.4.png",1,1256726;1256727;1256728;1276901;1276902;1276903;1320741;1276916;1276917;1276918,https://www.espncricinfo.com/cricketers/alex-lees-460756
297628,Sam Billings,England,700,1991-06-15,Wicketkeeper Batter,Right,3,66,0,22.0,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322900/322932.1.png",1,1263466;1276903;1320741,https://www.espncricinfo.com/cricketers/sam-billings-297628
527776,Ollie Robinson,England,699,1993-12-01,Bowler,Right,20,410,76,14.64,22.92,1,0,3,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/324200/324244.1.png",1,1249210;1239543;1239544;1239545;1239546;1263462;1263463;1263464;1263466;1276917;1276918;1330871;1330872;1330873;1322355;1322356;1336043;1336044;1336045;1389402,https://www.espncricinfo.com/cricketers/ollie-robinson-527776
747031,James Bracey,England,698,1997-05-03,Wicketkeeper Batter,Left,2,8,0,2.66,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/387400/387420.5.jpg",1,1249210;1249211,https://www.espncricinfo.com/cricketers/james-bracey-747031
641423,Dan Lawrence,England,697,1997-07-12,Middle order Batter,Right,14,671,3,26.84,44.33,4,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/324200/324233.1.png",1,1243015;1243016;1243384;1243385;1243387;1249210;1249211;1239543;1256726;1256727;1256728;1385694;1385695;1385696,https://www.espncricinfo.com/cricketers/dan-lawrence-641423
15537,Alan Jones,England,696,1938-11-04,Unknown,Left,0,0,0,0.0,0.0,0,0,0,0,No Image,0,,https://www.espncricinfo.com/cricketers/alan-jones-15537
665053,Zak Crawley,England,695,1998-02-03,Top order Batter,Right,64,3586,0,31.18,0.0,21,5,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323100/323100.1.png",1,1187672;1185305;1185306;1185307;1225247;1225248;1198242;1198243;1243015;1243016;1243386;1243387;1249210;1249211;1239543;1263464;1263465;1263466;1256726;1256727;1256728;1276901;1276902;1276903;1320741;1276916;1276917;1276918;1330871;1330872;1330873;1322355;1322356;1336127;1336043;1336044;1336045;1336046;1336047;1389399;1389400;1389401;1389402;1389403;1385691;1385692;1385693;1442215;1442216;1442217;1428554;1428555;1428556;1392691;1448349;1448350;1448351;1448352;1448353;1455611;1455612;1455613;1455614;1455615,https://www.espncricinfo.com/cricketers/zak-crawley-665053
519082,Dom Sibley,England,694,1995-09-05,Opening Batter,Right,22,1042,0,28.94,0.0,5,2,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/397100/397151.5.png",1,1187671;1187672;1185304;1185305;1185306;1185307;1225247;1225248;1225249;1198241;1198242;1198243;1243015;1243016;1243384;1243385;1243386;1243387;1249210;1249211;1239543;1239544,https://www.espncricinfo.com/cricketers/dom-sibley-519082
669855,Jofra Archer,England,693,1995-04-01,Bowler,Right,18,268,60,10.72,30.1,1,0,4,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383146.1.png",1,1152847;1152848;1152849;1152850;1187671;1187672;1185304;1225247;1225249;1198241;1198243;1243384;1243386;1448351;1448352;1455611;1455612;1455613,https://www.espncricinfo.com/cricketers/jofra-archer-669855
457279,Olly Stone,England,692,1993-10-09,Bowler,Right,5,102,17,11.33,23.52,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/349500/349594.6.png",1,1152839;1243385;1249211;1385695;1385696,https://www.espncricinfo.com/cricketers/olly-stone-457279
298438,Jason Roy,England,691,1990-07-21,Opening Batter,Right,5,187,0,18.7,0.0,1,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319791.1.png",1,1152839;1152846;1152847;1152848;1152849,https://www.espncricinfo.com/cricketers/jason-roy-298438
12454,Joe Denly,England,690,1986-03-16,Top order Batter,Right,15,827,2,29.53,109.5,6,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322900/322906.1.png",1,1158063;1158064;1152839;1152846;1152847;1152848;1152849;1152850;1187671;1187672;1185304;1185305;1185306;1185307;1225247,https://www.espncricinfo.com/cricketers/joe-denly-12454
364788,Ben Foakes,England,689,1993-02-15,Wicketkeeper Batter,Right,25,1139,0,29.2,0.0,4,2,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323100/323111.1.png",1,1140385;1140386;1140387;1158062;1158063;1243385;1243386;1243387;1256726;1256727;1256728;1276901;1276902;1276903;1276916;1276917;1276918;1330873;1322355;1322356;1389399;1389400;1389401;1389402;1389403,https://www.espncricinfo.com/cricketers/ben-foakes-364788
398778,Rory Burns,England,688,1990-08-26,Opening Batter,Left,32,1789,0,30.32,0.0,11,3,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322900/322999.2.png",1,1140385;1140386;1140387;1158062;1158063;1158064;1152839;1152846;1152847;1152848;1152849;1152850;1187671;1187672;1185304;1225247;1225248;1225249;1198241;1198242;1198243;1243384;1243385;1249210;1249211;1239543;1239544;1239545;1239546;1263462;1263463;1263466,https://www.espncricinfo.com/cricketers/rory-burns-398778
887207,Ollie Pope,England,687,1998-01-02,Middle order Batter,Right,64,3732,0,34.55,0.0,16,9,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/397100/397149.5.png",1,1119550;1119551;1187671;1187672;1185305;1185306;1185307;1225247;1225248;1225249;1198241;1198242;1198243;1243384;1243385;1243386;1243387;1249210;1249211;1239546;1263462;1263463;1263466;1276901;1276902;1276903;1320741;1276916;1276917;1276918;1330871;1330872;1330873;1322355;1322356;1336127;1336043;1336044;1389399;1389400;1389401;1389402;1389403;1385691;1385692;1385693;1385694;1385695;1385696;1442215;1442216;1442217;1428554;1428555;1428556;1392691;1448349;1448350;1448351;1448352;1448353;1455611;1455612;1455613,https://www.espncricinfo.com/cricketers/ollie-pope-887207
662973,Sam Curran,England,686,1998-06-03,Allrounder,Left,24,815,47,24.69,35.51,3,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383153.1.png",1,1119536;1119549;1119550;1119552;1119553;1140385;1140386;1158062;1158063;1152839;1152850;1187671;1187672;1185304;1185305;1185306;1185307;1225248;1198242;1243015;1243016;1239543;1239544;1239545,https://www.espncricinfo.com/cricketers/sam-curran-662973
646847,Dom Bess,England,685,1997-07-22,Bowling Allrounder,Right,14,319,36,22.78,33.97,1,0,2,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323100/323110.1.png",1,1119535;1119536;1185305;1185306;1225247;1225248;1225249;1198241;1198242;1198243;1243015;1243016;1243384;1243387,https://www.espncricinfo.com/cricketers/dom-bess-646847
455524,Jack Leach,England,684,1991-06-22,Bowler,Left,39,498,142,13.45,34.07,1,0,5,1,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322900/322909.1.png",1,1115781;1140385;1140386;1140387;1152839;1152847;1152848;1152849;1152850;1187671;1243015;1243016;1243384;1243385;1243386;1243387;1263462;1263464;1263465;1256726;1256727;1256728;1276901;1276902;1276903;1320741;1276916;1276917;1276918;1330871;1330872;1330873;1322355;1322356;1336127;1389399;1442215;1442216;1442217,https://www.espncricinfo.com/cricketers/jack-leach-455524
660889,Mason Crane,England,683,1997-02-18,Bowler,Right,1,6,1,3.0,193.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323094.1.png",1,1072309,https://www.espncricinfo.com/cricketers/mason-crane-660889
550235,Tom Curran,England,682,1995-03-12,Allrounder,Right,2,66,2,33.0,100.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/397100/397153.5.png",1,1072308;1072309,https://www.espncricinfo.com/cricketers/tom-curran-550235
464626,Craig Overton,England,681,1994-04-10,Bowling Allrounder,Right,8,182,21,15.16,36.19,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323100/323106.1.png",1,1072306;1072307;1115780;1152849;1239545;1239546;1256726;1256728,https://www.espncricinfo.com/cricketers/craig-overton-464626
229954,Mark Stoneman,England,680,1987-06-26,Top order Batter,Left,11,526,0,27.68,0.0,5,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323014.1.png",1,1031659;1031661;1031663;1072305;1072306;1072307;1072308;1072309;1115780;1115781;1119535,https://www.espncricinfo.com/cricketers/mark-stoneman-229954
214265,Tom Westley,England,679,1989-03-13,Top order Batter,Right,5,193,0,24.12,0.0,1,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323088.1.png",1,1031441;1031443;1031659;1031661;1031663,https://www.espncricinfo.com/cricketers/tom-westley-214265
370535,Toby Roland-Jones,England,678,1988-01-29,Bowler,Right,4,82,17,20.5,19.64,0,0,1,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323100/323107.1.png",1,1031441;1031443;1031659;1031663,https://www.espncricinfo.com/cricketers/toby-roland-jones-370535
236489,Dawid Malan,England,677,1987-09-03,Top order Batter,Left,22,1074,2,27.53,65.5,9,1,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323003.1.png",1,1031441;1031443;1031659;1031661;1031663;1072305;1072306;1072307;1072308;1072309;1115780;1115781;1119535;1119536;1119549;1239545;1239546;1263462;1263463;1263464;1263465;1263466,https://www.espncricinfo.com/cricketers/dawid-malan-236489
211855,Liam Dawson,England,676,1990-03-01,Allrounder,Right,4,110,8,22.0,54.75,1,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323100/323109.1.png",1,1034817;1031437;1031439;1448352,https://www.espncricinfo.com/cricketers/liam-dawson-211855
440780,Keaton Jennings,England,675,1992-06-19,Opening Batter,Left,17,781,0,25.19,0.0,1,2,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323098.1.png",1,1034815;1034817;1031437;1031439;1031441;1031443;1119536;1119549;1119550;1119551;1119552;1119553;1140385;1140386;1140387;1158062;1158064,https://www.espncricinfo.com/cricketers/keaton-jennings-440780
632172,Haseeb Hameed,England,674,1997-01-17,Opening Batter,Right,10,439,0,24.38,0.0,4,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/397100/397152.5.png",1,1034809;1034811;1034813;1239544;1239545;1239546;1263462;1263463;1263464;1263465,https://www.espncricinfo.com/cricketers/haseeb-hameed-632172
349853,Zafar Ansari,England,673,1991-12-10,Allrounder,Left,3,49,5,9.8,55.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323087.1.png",1,1029827;1034809;1034811,https://www.espncricinfo.com/cricketers/zafar-ansari-349853
521637,Ben Duckett,England,672,1994-10-17,Wicketkeeper Batter,Left,43,3074,0,39.92,0.0,16,6,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383154.1.png",1,1029825;1029827;1034809;1034811;1330871;1330872;1330873;1322355;1322356;1336127;1336043;1336044;1336045;1336046;1336047;1389399;1389400;1389401;1389402;1389403;1385691;1385692;1385693;1385694;1385695;1385696;1442215;1442216;1442217;1428554;1428555;1428556;1392691;1448349;1448350;1448351;1448352;1448353;1455611;1455612;1455613;1455614;1455615,https://www.espncricinfo.com/cricketers/ben-duckett-521637
414990,Jake Ball,England,671,1991-03-14,Bowler,Right,4,67,3,8.37,114.33,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323000.3.png",1,913641;1034815;1034817;1072305,https://www.espncricinfo.com/cricketers/jake-ball-414990
296597,James Vince,England,670,1991-03-14,Batter,Right,13,548,0,24.9,0.0,3,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323001.3.png",1,913613;913615;913617;913641;913643;913645;913647;1072305;1072306;1072307;1072308;1072309;1115781,https://www.espncricinfo.com/cricketers/james-vince-296597
249866,Alex Hales,England,669,1989-01-03,Opening Batter,Right,11,573,0,27.28,0.0,5,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/397100/397154.5.png",1,800461;800463;800465;800467;913613;913615;913617;913641;913643;913645;913647,https://www.espncricinfo.com/cricketers/alex-hales-249866
244497,Adil Rashid,England,668,1988-02-17,Bowler,Right,19,540,60,19.28,39.83,2,0,2,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383151.1.png",1,902635;902637;902639;1029825;1029827;1034809;1034811;1034813;1034815;1034817;1119549;1119550;1119551;1119552;1119553;1140385;1140386;1140387;1158062,https://www.espncricinfo.com/cricketers/adil-rashid-244497
351588,Mark Wood,England,667,1990-01-11,Bowler,Right,38,811,119,15.59,30.79,1,0,5,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383149.2.png",1,743939;743941;743963;743965;743969;743971;902635;902637;1031437;1031439;1115781;1119535;1158064;1185306;1185307;1225247;1243015;1243016;1249210;1249211;1239544;1263462;1263464;1263465;1263466;1256726;1330872;1330873;1336045;1336046;1336047;1389399;1389401;1389403;1385692;1385693;1385694;1455611,https://www.espncricinfo.com/cricketers/mark-wood-351588
251721,Adam Lyth,England,666,1987-09-25,Batter,Left,7,265,0,20.38,0.0,0,1,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322800/322853.3.png",1,743939;743941;743963;743965;743967;743969;743971,https://www.espncricinfo.com/cricketers/adam-lyth-251721
308967,Jos Buttler,England,665,1990-09-08,Wicketkeeper Batter,Right,57,2907,0,31.94,0.0,18,2,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383143.1.png",1,667715;667717;667719;766929;766931;766933;743939;743941;743963;743965;743967;743969;743971;902635;902637;1034813;1034815;1034817;1119535;1119536;1119549;1119550;1119551;1119552;1119553;1140385;1140386;1140387;1158062;1158063;1158064;1152846;1152847;1152848;1152849;1152850;1187671;1185304;1185305;1185306;1185307;1225247;1225248;1225249;1198241;1198242;1198243;1243015;1243016;1243384;1239543;1239544;1239545;1263462;1263463;1263464;1263465,https://www.espncricinfo.com/cricketers/jos-buttler-308967
272485,Sam Robson,England,664,1989-07-01,Opening Batter,Right,7,336,0,30.54,0.0,1,1,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323089.1.png",1,667899;667901;667711;667713;667715;667717;667719,https://www.espncricinfo.com/cricketers/sam-robson-272485
288992,Chris Jordan,England,663,1988-10-04,Bowler,Right,8,180,21,18.0,35.8,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383144.1.png",1,667899;667901;667715;667717;667719;766929;766931;766933,https://www.espncricinfo.com/cricketers/chris-jordan-288992
8917,Moeen Ali,England,662,1987-06-18,Batting Allrounder,Left,68,3094,204,28.12,37.31,15,5,5,1,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383142.1.png",1,667899;667901;667711;667713;667715;667717;667719;766931;766933;743939;743941;743963;743965;743967;743969;743971;902635;902637;902639;800461;800463;800465;800467;913613;913615;913617;913641;913643;913645;913647;1029825;1029827;1034809;1034811;1034813;1034815;1034817;1031437;1031439;1031441;1031443;1031659;1031661;1031663;1072305;1072306;1072307;1072308;1072309;1115780;1119552;1119553;1140385;1140386;1140387;1158062;1158063;1158064;1152839;1152846;1243385;1239544;1239545;1239546;1336043;1336045;1336046;1336047,https://www.espncricinfo.com/cricketers/moeen-ali-8917
24599,Boyd Rankin,England,661,1984-07-05,Bowler,Left,3,43,8,8.6,38.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/386300/386361.5.png",1,592401;1127284;1152839,https://www.espncricinfo.com/cricketers/boyd-rankin-24599
310519,Scott Borthwick,England,660,1990-04-19,Batting Allrounder,Left,1,5,4,2.5,20.5,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/346200/346244.1.png",1,592401,https://www.espncricinfo.com/cricketers/scott-borthwick-310519
232438,Gary Ballance,England,659,1989-11-22,Middle order Batter,Left,24,1653,0,40.31,0.0,7,5,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/386700/386757.5.png",1,592401;667899;667901;667711;667713;667715;667717;667719;766929;766931;766933;743939;743941;743963;743965;913641;913643;913645;913647;1029825;1029827;1031437;1031439;1350681,https://www.espncricinfo.com/cricketers/gary-ballance-232438
311158,Ben Stokes,England,658,1991-06-04,Allrounder,Left,120,7216,245,34.85,31.24,37,14,6,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319748.1.png",1,592398;592399;592400;592401;667711;667713;766929;766931;766933;743939;743941;743963;743965;743967;743969;743971;902635;902637;902639;800461;800463;800465;800467;913613;913643;1029825;1029827;1034809;1034811;1034813;1034815;1034817;1031437;1031439;1031441;1031443;1031659;1031661;1031663;1115780;1115781;1119535;1119549;1119551;1119552;1119553;1140385;1140386;1140387;1158062;1158063;1158064;1152846;1152847;1152848;1152849;1152850;1187671;1187672;1185304;1185305;1185306;1185307;1225247;1225248;1225249;1198241;1243384;1243385;1243386;1243387;1263462;1263463;1263464;1263465;1263466;1256726;1256727;1256728;1276901;1276902;1276903;1320741;1276916;1276917;1276918;1330871;1330872;1330873;1322355;1322356;1336127;1336043;1336044;1336045;1336046;1336047;1389399;1389400;1389401;1389402;1389403;1385691;1385692;1385693;1442216;1442217;1428554;1428555;1428556;1392691;1448349;1448350;1448351;1448352;1455611;1455612;1455613;1455614;1455615,https://www.espncricinfo.com/cricketers/ben-stokes-311158
247235,Chris Woakes,England,657,1989-03-02,Allrounder,Right,62,2034,192,25.11,29.61,7,1,5,1,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/397100/397150.5.png",1,566936;667715;667717;667719;800461;800467;913615;913617;913641;913643;913645;913647;1029825;1029827;1034809;1034813;1034815;1031661;1072305;1072306;1072307;1072308;1115780;1119536;1119550;1119551;1152839;1152846;1152847;1152848;1152850;1187672;1185307;1225248;1225249;1198241;1198242;1198243;1239546;1263462;1263463;1263466;1256726;1256727;1256728;1336045;1336046;1336047;1385691;1385692;1385693;1385694;1385695;1385696;1442215;1428554;1428555;1448349;1448350;1448351;1448352;1448353,https://www.espncricinfo.com/cricketers/chris-woakes-247235
297499,Simon Kerrigan,England,656,1989-05-10,Bowler,Right,1,1,0,0.0,0.0,0,0,0,0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323100/323108.1.png",1,566936,https://www.espncricinfo.com/cricketers/simon-kerrigan-297499
